file,case,title
"199601/最高法院刑事/TPSM,85,台上,372,19960124.json",台上,違反選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,386,19960125.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,404,19960125.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,406,19960125.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,452,19960125.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,475,19960125.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台上,515,19960126.json",台上,違反公職人員選舉罷免法等
"199601/最高法院刑事/TPSM,85,台上,516,19960126.json",台上,違反公職人員選舉罷免法等
"199601/最高法院刑事/TPSM,85,台上,548,19960131.json",台上,違反公職人員選舉罷免法
"199601/最高法院刑事/TPSM,85,台附,8,19960125,1.json",台附,違反選罷法
"199602/最高法院刑事/TPSM,85,台上,647,19960201.json",台上,違反公職人員選舉罷免法
"199602/最高法院刑事/TPSM,85,台上,784,19960209.json",台上,違反公職人員選舉罷免法
"199603/最高法院刑事/TPSM,85,台上,1280,19960320.json",台上,違反公職人員選舉罷免法
"199603/最高法院刑事/TPSM,85,台上,1315,19960321.json",台上,違反公職人員選舉罷免法
"199603/最高法院刑事/TPSM,85,台非,58,19960315.json",台非,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台上,1540,19960405.json",台上,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台上,1585,19960411.json",台上,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台上,1631,19960411.json",台上,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台上,1695,19960412.json",台上,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台上,1826,19960418.json",台上,違反公職人員選舉罷免法
"199604/最高法院刑事/TPSM,85,台抗,121,19960411.json",台抗,違反公職人員選舉罷免法聲請再審
"199604/最高法院刑事/TPSM,85,台抗,122,19960411,1.json",台抗,違反選舉罷免法聲請再審
"199605/最高法院刑事/TPSM,85,台上,2201,19960509.json",台上,違反公職人員選舉罷免法
"199605/最高法院刑事/TPSM,85,台上,2235,19960509.json",台上,違反選舉罷免法
"199605/最高法院刑事/TPSM,85,台上,2299,19960515.json",台上,違反公職人員選舉罷免法
"199605/最高法院刑事/TPSM,85,台上,2439,19960517.json",台上,違反選舉罷免法等
"199606/最高法院刑事/TPSM,85,台上,2729,19960606.json",台上,違反公職人員選舉罷免法
"199606/最高法院刑事/TPSM,85,台上,2815,19960612.json",台上,違反公職人員選舉罷免法
"199606/最高法院刑事/TPSM,85,台上,2842,19960613.json",台上,違反公職人員選舉罷免法
"199606/最高法院刑事/TPSM,85,台上,2903,19960614.json",台上,違反選舉罷免法
